Accession	Domain	Phylum	Class	Order	Family	Genus	Species	logFC	logCPM	PValue	FDR	EnrichedIn
OFZ81855.1	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia_A	o__UBA1018	f__UBA1018	g__XYD1-FULL-53-11	s__XYD1-FULL-53-11 sp001770165	1.080195779689448	10.354188010074733	3.738213105018052e-14	6.818777608227372e-13	Environmental
ORT77667.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter	s__Citrobacter gillenii	-1.7957044137589777	10.793467961029677	3.9487290643082666e-14	7.136693813474574e-13	Animals
STY26135.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella_C	s__Legionella_C taurinensis	1.2130754545871942	10.467083703183349	5.447604521336416e-14	9.756164460938855e-13	Environmental
ONG15595.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia flexneri	-1.8268279075832208	10.804679605837181	5.5040385108143444e-14	9.768428708382214e-13	Animals
PKL07545.1	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__UBA12059	g__SZUA-370	s__SZUA-370 sp002839245	1.6851547554223356	11.109031239142475	5.903490752616253e-14	1.038381855594109e-12	Environmental
PEH88058.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Comamonas	s__Comamonas aquatica	1.4748306343656392	10.635982667594803	6.026748539958685e-14	1.0506809401520893e-12	Environmental
KPP83520.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Aquicoccus	s__Aquicoccus sp001314705	1.0441192212837975	10.373369630572466	6.226097880487472e-14	1.075913405663186e-12	Environmental
WP_081754523.1	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Arcobacteraceae	g__Aliarcobacter	s__Aliarcobacter faecis	1.1228108035525843	10.724453408468674	7.184176528062573e-14	1.2306806748072408e-12	Environmental
AMJ97557.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Alteromonas	s__Alteromonas macleodii	1.3314418356475053	10.431378142116044	9.073149388636055e-14	1.5408710599666403e-12	Environmental
OWL91134.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_D	s__Pseudomonas_D aestusnigri	1.1438597267424022	10.391682519654903	1.430160988634631e-13	2.4080488441113018e-12	Environmental
AMS30210.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Hyphomonadaceae	g__Aquidulcibacter	s__Aquidulcibacter sp001602435	1.2554342101385798	10.403271305389987	1.5757992085827093e-13	2.6307834244982517e-12	Environmental
OXB92966.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Anoxybacillaceae	g__Parageobacillus	s__Parageobacillus toebii	1.1614991659940948	10.416890258983823	1.619970230067452e-13	2.6817994564982192e-12	Environmental
PIQ99844.1	d__Bacteria	p__Nitrospinota	c__Nitrospinia	o__Nitrospinales	f__Nitrospinaceae	g__1-14-0-20-45-15	s__1-14-0-20-45-15 sp002787235	1.231255575089418	10.397557467682008	1.7876793602814075e-13	2.9347736164619775e-12	Environmental
WP_022765818.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio sp000420865	-1.7654087776669654	10.851136994725666	1.8498826431005125e-13	3.0117924024033137e-12	Animals
WP_029592335.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Franconibacter	s__Franconibacter pulveris	1.1504386836712515	10.503207286837952	2.451237373883505e-13	3.958145595533201e-12	Environmental
WP_080456401.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Roseovarius	s__Roseovarius sp002072155	1.3156714372058216	10.425205201532034	2.4837126728666944e-13	3.977978833778364e-12	Environmental
ERL03959.1	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Mitsuokella	s__Mitsuokella sp000469545	1.0033511804704238	10.426026795007296	4.769410025695722e-13	7.577207863403688e-12	Environmental
WP_050351719.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Amphibacillaceae	g__Virgibacillus	s__Virgibacillus pantothenticus	1.0894760721932535	10.464140128874794	6.850372068730726e-13	1.0796186380319623e-11	Environmental
CAI29258.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia flexneri	-1.9145133057526345	10.972504263563922	9.360328755501176e-13	1.463479972090263e-11	Animals
WP_096932346.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia flexneri	1.1797956614426957	10.447008542971686	1.0652002784688214e-12	1.652318542191794e-11	Environmental
WP_069047637.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Hydrogenophaga	s__Hydrogenophaga sp001713375	1.1459111174591685	10.457905659086443	1.0782892083125536e-12	1.6595544846685395e-11	Environmental
PVE61782.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp003075315	0.9971571032129475	10.436089417245492	1.3042538368181358e-12	1.9917674872338973e-11	Environmental
OYU51363.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Hyphomonadaceae	g__Aquidulcibacter	s__Aquidulcibacter sp001602435	1.260525392589986	10.403598026770249	1.6868113518042987e-12	2.549518969671939e-11	Environmental
OQW65421.1	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Nitrospira_D	s__Nitrospira_D sp002083555	1.1151232675889757	10.370865313716308	1.695365406228548e-12	2.549518969671939e-11	Environmental
WP_011643899.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Maricaulaceae	g__Maricaulis	s__Maricaulis maris	1.093068918361404	10.363436887172416	1.914917811157025e-12	2.8578697636207115e-11	Environmental
WP_099510531.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Microvirga	s__Microvirga ossetica	1.1865269750816199	10.510984025343605	2.015639087419006e-12	2.985570678357475e-11	Environmental
OFZ84822.1	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia_A	o__UBA1018	f__UBA1018	g__XYD1-FULL-55-31	s__XYD1-FULL-55-31 sp001770175	0.9709596883803279	10.33835805602438	2.043009198844691e-12	3.003528449047792e-11	Environmental
ABA48561.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	s__Burkholderia mallei	1.0732538904504005	10.376668209028105	2.1923708696255034e-12	3.19923749123129e-11	Environmental
WP_085620935.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Thalassospiraceae	g__Thalassospira	s__Thalassospira alkalitolerans	1.0913853833232177	10.427015405645692	2.2232361516357835e-12	3.2204229549430095e-11	Environmental
AFL87630.1	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae	g__Terriglobus	s__Terriglobus roseus	1.1944381886622097	10.397648048384942	2.4149714595050005e-12	3.472623193594782e-11	Environmental
WP_077750682.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Shewanellaceae	g__Shewanella	s__Shewanella psychrophila	1.0731589577792615	10.411721169897495	2.5527989861256233e-12	3.644213045411216e-11	Environmental
AGU57173.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Vibrio	s__Vibrio anguillarum	1.3150659936408393	10.474368652799242	2.6163316636436913e-12	3.7080384009914184e-11	Environmental
WP_109339242.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Saliniradius	s__Saliniradius amylolyticus	1.2473914263853583	10.420992344679274	3.820600185584012e-12	5.3761302611432165e-11	Environmental
SNB47029.1	d__Bacteria	p__Desulfobacterota_F	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__DSM-9736	s__DSM-9736 sp900187405	0.9659895814890608	10.33324450549091	4.68663756022189e-12	6.547997158607889e-11	Environmental
WP_065340783.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Azoarcus	s__Azoarcus olearius	1.1242712401249444	10.41162716884935	4.772383360272977e-12	6.620841704040678e-11	Environmental
ORD61593.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia flexneri	-1.5818653539628065	10.786302494458821	6.856530038004896e-12	9.445709213195556e-11	Animals
CUH81577.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Epibacterium	s__Epibacterium multivorans	1.1862966417735386	10.464894402197494	7.059189460536433e-12	9.657363359206091e-11	Environmental
AXE33704.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Chromobacteriaceae	g__Chromobacterium	s__Chromobacterium sp003325495	1.0364438851652054	10.399387916083032	1.2864894051119902e-11	1.7478511228073245e-10	Environmental
WP_107379561.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__Stenotrophomonas maltophilia	1.1013313466642585	10.428118263707493	1.412875786526842e-11	1.90641458866978e-10	Environmental
WP_054447314.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Achromobacter	s__Achromobacter xylosoxidans	1.3155844626597433	11.72119528456186	1.8982877818760197e-11	2.54396389816038e-10	Environmental
SDL68561.1	d__Bacteria	p__Firmicutes_F	c__Halanaerobiia	o__Halanaerobiales	f__Halarsenatibacteraceae	g__Halarsenatibacter	s__Halarsenatibacter silvermanii	1.1131627514335494	10.376301855285135	2.271298885093435e-11	3.023282975428423e-10	Environmental
KPF48886.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Rubrivivax	s__Rubrivivax sp001295865	1.0159321695614125	10.425477492442138	2.36633981587688e-11	3.128650629045271e-10	Environmental
RGZ11631.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter rectalis	-1.5986813787695484	10.727708404646954	2.6508865716562895e-11	3.481497697441927e-10	Animals
PUE35484.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Limnohabitans_A	s__Limnohabitans_A sp001412575	1.0990676079593626	10.365757132235693	2.99635749588864e-11	3.88812582150734e-10	Environmental
WP_092947737.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Roseateles	s__Roseateles sp900109745	0.9774531879490836	10.371174411856064	2.999975253142719e-11	3.88812582150734e-10	Environmental
OKL45308.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Pseudovibrio	s__Pseudovibrio exalbescens	1.030439350031414	10.644882935644743	3.022003754459116e-11	3.8910767295976853e-10	Environmental
PCM45266.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Oleiphilaceae	g__Marinobacter	s__Marinobacter sp002407605	0.9514720623750902	10.3493001611571	3.273416105777299e-11	4.187421901546285e-10	Environmental
WP_110263600.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Nevskiales	f__Nevskiaceae	g__Sinimarinibacterium	s__Sinimarinibacterium flocculans	1.1246168493270026	10.384838780145706	3.3713206088561144e-11	4.284839741578416e-10	Environmental
KQU71625.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Ensifer	s__Ensifer adhaerens_A	1.0358470149863253	10.591216034236565	3.417324476186115e-11	4.3154674474914393e-10	Environmental
WP_108256293.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Limnohabitans_A	s__Limnohabitans_A sp001412575	1.0938984014314497	10.360867012953717	4.2775209753832414e-11	5.367335236627379e-10	Environmental
EFW36388.1	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema	s__Treponema phagedenis	1.1911369987396572	10.428972251990334	4.3685592227858055e-11	5.446874473979771e-10	Environmental
WP_008551882.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Pseudovibrio	s__Pseudovibrio denitrificans	0.9446013181826776	10.431806247010535	5.127800312300767e-11	6.353312336624221e-10	Environmental
SUW00762.1	d__Bacteria	p__Spirochaetota	c__Brachyspirae	o__Brachyspirales	f__Brachyspiraceae	g__Brachyspira	s__Brachyspira pilosicoli	1.1678242358710589	10.619172851361668	5.2252149204724055e-11	6.433545870831649e-10	Environmental
WP_076414249.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Achromobacter	s__Achromobacter xylosoxidans	0.9958461972085172	10.401239011926961	5.4236622283995965e-11	6.63640657760696e-10	Environmental
RHS28946.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__RUG115	s__RUG115 sp900066395	-1.2998854419315615	10.578599062792458	5.6386078092261744e-11	6.856825545787385e-10	Animals
PCI19819.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Nitrosococcales	f__Methylophagaceae	g__GCA-002733105	s__GCA-002733105 sp013215775	0.9287064011520808	10.366986150949472	8.93390440930737e-11	1.0797418212475779e-9	Environmental
EMT50033.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Brevibacillales	f__Brevibacillaceae	g__Brevibacillus	s__Brevibacillus borstelensis	0.9407530018761799	10.372470171062703	1.0270582950362977e-10	1.2337224641594551e-9	Environmental
WP_027218215.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio fibrisolvens_C	-1.3422165035257483	10.575343629515272	1.1196622150949565e-10	1.3368088265073118e-9	Animals
WP_046554761.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Arsukibacterium	s__Arsukibacterium sp000987765	1.12139779816611	10.377846032983388	1.196520874569125e-10	1.4199675439163714e-9	Environmental
WP_031391060.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Kineothrix	s__Kineothrix alysoides	-1.4478987484908818	10.676990791643677	1.2700623976574331e-10	1.4982173193923015e-9	Animals
ALK90936.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Limnohabitans_A	s__Limnohabitans_A sp001412575	0.8951625617058327	10.421948174175547	1.34526897175701e-10	1.570150232582863e-9	Environmental
SER07934.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Nitrincolaceae	g__Amphritea	s__Amphritea atlantica	1.0583246763100707	10.35206349054571	1.3469816716066186e-10	1.570150232582863e-9	Environmental
AIU73238.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Hafnia	s__Hafnia alvei	-1.652394321639604	10.871370033131493	1.458772495156359e-10	1.6904598914458984e-9	Animals
PKL08072.1	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__UBA12059	g__SZUA-370	s__SZUA-370 sp002839245	1.1984460267788482	10.593088998391801	1.5774712098010376e-10	1.8173206335134761e-9	Environmental
SET55798.1	d__Bacteria	p__Firmicutes_F	c__Halanaerobiia	o__Halanaerobiales	f__Halanaerobiaceae	g__Halanaerobium	s__Halanaerobium congolense	0.9814087929100401	10.400773401297036	1.673146591990732e-10	1.916336503617292e-9	Environmental
KMQ49910.1	d__Bacteria	p__Fibrobacterota	c__Chitinivibrionia	o__Chitinivibrionales	f__Chitinispirillaceae	g__Chitinispirillum	s__Chitinispirillum alkaliphilum	0.9918654553855308	10.362155594049673	1.7983202431304288e-10	2.0477981959346502e-9	Environmental
OUP02704.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Hydrogeniiclostridium	s__Hydrogeniiclostridium sp002160025	-1.4605957001987464	10.624981986214637	2.1005216356347143e-10	2.3781767943680386e-9	Animals
SAH79924.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli	-1.415227619215145	10.624806118815137	2.1862684931573906e-10	2.46111367515432e-9	Animals
SFB96321.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Kushneria	s__Kushneria avicenniae	0.8254013209424216	10.47968140270168	2.4163214786382947e-10	2.7046325641576366e-9	Environmental
ARK25516.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Sporosarcina	s__Sporosarcina sp002077155	0.9733625246474169	10.337830758646561	2.4763563014606377e-10	2.756170572812122e-9	Environmental
EAP91499.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Maricaulaceae	g__Oceanicaulis	s__Oceanicaulis sp000152745	1.0151706718678126	10.342067098694665	2.650156876107187e-10	2.9330387898489653e-9	Environmental
KRE00236.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Bosea	s__Bosea sp001429395	0.8828972965983363	10.324294880323194	2.6815128326514173e-10	2.944910412190548e-9	Environmental
KRH98875.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Hylemonella	s__Hylemonella sp001432305	0.863268324348173	10.32972727874097	2.6907810872807035e-10	2.944910412190548e-9	Environmental
WP_074707246.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__Nitrosospira	s__Nitrosospira multiformis_E	0.9434178745142106	10.44289579591869	2.806342117116638e-10	3.054416558408716e-9	Environmental
WP_026671011.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio sp000424285	-1.2927234673545949	10.548303454140024	3.2051461260398806e-10	3.469306521043168e-9	Animals
RHD89545.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter rectalis	-1.4693058935545715	10.703238864308288	3.406689196036197e-10	3.6673102274269445e-9	Animals
AKP76066.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_H	g__Priestia	s__Priestia megaterium_A	1.0554657429462382	10.360926834889876	3.7687101104298305e-10	4.034977672579765e-9	Environmental
OWG58734.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia flexneri	-1.441901801251269	10.677934373165835	4.0310165265255997e-10	4.29248786878672e-9	Animals
CCH09348.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Achromobacter	s__Achromobacter xylosoxidans	0.8509884187112728	10.480259384672749	4.96932946947114e-10	5.26321454562266e-9	Environmental
WP_076920623.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Pseudoalteromonas	s__Pseudoalteromonas tetraodonis	1.0890060375581376	10.41131694037783	5.111101543206925e-10	5.384422481346333e-9	Environmental
WP_110755513.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Agrobacterium	s__Agrobacterium rhizogenes_A	1.0670132026943493	10.360649241680107	5.156451339917093e-10	5.403302733849295e-9	Environmental
OGG03689.1	d__Bacteria	p__Gemmatimonadota	c__Glassbacteria	o__GWA2-58-10	f__GWA2-58-10	g__GWA2-58-10	s__GWA2-58-10 sp001780825	0.8409851326150146	10.348059265449344	5.967579768048273e-10	6.22017573706619e-9	Environmental
WP_006593996.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermatophilaceae	g__Kineosphaera	s__Kineosphaera limosa	0.8898345471354332	10.357450160291709	6.181581874032786e-10	6.409324364128731e-9	Environmental
CUI82500.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Achromobacter	s__Achromobacter insuavis	0.8686473741385645	10.437315173526986	7.982678423913702e-10	8.233443191157064e-9	Environmental
EDK26613.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Vibrio	s__Vibrio sp000169995	1.0936034507129528	10.369767428537237	8.0544251058198e-10	8.26417575961719e-9	Environmental
WP_074271829.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium erythrophlei_E	0.9263404217528731	10.39775278644938	1.0152542196979854e-9	1.036295757930068e-8	Environmental
GBF57702.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Hyphomonadaceae	g__Phycosocius	s__Phycosocius bacilliformis	0.9709067438484613	10.331687103564365	1.0881609881382133e-9	1.1049882199135464e-8	Environmental
AXD71584.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia flexneri	0.9879529207498591	10.361573047181423	1.2976874428762446e-9	1.3109970576749753e-8	Environmental
CUP26474.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira rogosae_A	-1.265917638766239	10.567462455260431	1.436734967175834e-9	1.4440652476206089e-8	Animals
WP_032333159.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia flexneri	-1.5090549459425135	10.791624747083226	1.4447513587870698e-9	1.4447513587870698e-8	Animals
WP_039230967.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Domibacillaceae	g__Quasibacillus	s__Quasibacillus thermotolerans	1.038334977254203	10.359235416387351	1.4908559157154737e-9	1.4833263403835773e-8	Environmental
ASA55037.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Vibrio	s__Vibrio gazogenes	1.0230898513413704	10.365957353436064	1.5476120343472125e-9	1.532058144554778e-8	Environmental
WP_108419813.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Limnohabitans_A	s__Limnohabitans_A sp003063375	0.9736183732496474	10.338616459490291	1.5801361294825408e-9	1.5564340875403028e-8	Environmental
WP_022931566.1	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_D	s__Treponema_D bryantii_C	-1.543957593650277	11.14437853877933	1.600809468126704e-9	1.5689525632883617e-8	Animals
WP_093732877.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Sulfitobacter	s__Sulfitobacter litoralis	0.9188009042611429	10.395121906175474	1.6414826808835076e-9	1.6008519214556983e-8	Environmental
RHL02157.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter rectalis	-1.5307548582745216	11.02391373810739	1.6770283386080964e-9	1.6274609985507144e-8	Animals
WP_026488696.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio sp900102515	-1.2975499372373658	10.558340565858217	1.7722652728150196e-9	1.7114522487478375e-8	Animals
ANY60803.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Comamonas	s__Comamonas aquatica	0.9849258018034931	10.391599381276537	1.8278407021466027e-9	1.756510333282345e-8	Environmental
KGM08192.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Nitrosococcales	f__Methylophagaceae	g__Methylophaga	s__Methylophaga thiooxydans	0.8250861423352289	10.315996249113095	1.9777702635732984e-09	1.8913628248734944e-8	Environmental
WP_063492628.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Bordetella	s__Bordetella trematum	0.8209570358859535	10.352825114556412	2.0932596330549456e-9	1.9921359792841753e-8	Environmental
OWR00293.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis witflariensis	0.8627842969240078	10.364353002554642	2.1949444823500267e-9	2.078865687610362e-8	Environmental
EUC00287.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Neorhizobium	s__Neorhizobium sp000282095	0.8931103882867992	10.322106184329764	2.2604575716284725e-9	2.1306705340230098e-8	Environmental
SPE29028.1	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae	g__Terracidiphilus	s__Terracidiphilus gaucii	0.9994142033073662	10.344844975014277	2.3557117104688355e-9	2.209881937916003e-8	Environmental
DAA87246.1	d__Bacteria	p__Cyanobacteria	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__CAG-196	s__CAG-196 sp002102975	0.9739667747401382	10.345111618504442	2.418997583700517e-9	2.258495374355459e-8	Environmental
RHL75406.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter rectalis	-1.2080111477223556	10.512150070742765	2.4316444273971585e-9	2.2595941141379256e-8	Animals
WP_035570051.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Hyphomonadaceae	g__Hyphomonas	s__Hyphomonas adhaerens	0.9400651473562237	10.327671714243246	2.8401598857875223e-9	2.6171906415296814e-8	Environmental
WP_102061991.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E marginalis_B	-1.4509597372105636	10.707691371673823	2.8430395801388418e-9	2.6171906415296814e-8	Animals
